study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	available_policy_required_markers	policy_required_any_fraction	policy_required_mean_positive_fraction	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_06	T_NK_lineage	0	NK Cell	1	5886	0.7817360107281561	0.9950730547060822	1.0	0.1977172952769283	0.08600917431192659	0.2837264695888549	0.7162735304111452	0.7162735304111452	0.0	0.9986408426775399	0.5224260958205913	0.9950730547060822	0.9354400271831464	0.8851512062521237	1.50835666518881	0.445633707101597	0.12898402990146113	0.218144750254842	0.13710499490316003	CD3D;CD3E;TRAC;MS4A1;LST1	CD8A;CD8B		0.0	0.0	0.716785592932382	0.6141692150866462	0.0	2.4772996941896026
vaccination_study_06	T_NK_lineage	0	CD8 Cytotoxic / T Effector Memory	2	5886	0.7306727738205123	0.9797825348284064	1.0	0.11404009514101257	0.33743628950050963	0.4514763846415222	0.5485236153584778	0.5485236153584778	0.0	0.9984709480122325	0.46761189880455944	0.9797825348284064	0.7682636765205573	0.8851512062521237	1.4737381501928741	0.25722052327556916	0.07407407407407408	0.8776758409785933	0.49422358137954464	CCR7;TCF7;LEF1;MS4A1	KLRD1;FCGR3A		0.0	0.0	0.5925925925925926	0.20829085966700644	0.0	1.7049626231736323
vaccination_study_06	T_NK_lineage	0	NKT Cell	3	5886	0.7430728504501994	0.8768263676520557	0.9105904534326907	0.006659870880054366	0.08600917431192659	0.09266904519198095	0.8179214082407098	0.8179214082407098	0.0	0.9988107373428474	0.480146594825494	0.8768263676520557	0.3012232415902141	0.8270472307169555	1.1350563431225402	0.013591573224600747	0.006795786612300374	0.218144750254842	0.13710499490316003	MS4A1;LST1	CD8A;CD8B		0.0	0.0	0.0	0.0	0.0	0.8179214082407098
vaccination_study_06	T_NK_lineage	0	CD4 T Effector Memory	4	5886	0.28073460004528117	0.8374108053007135	0.9356762288781282	0.11595310907237513	0.39917176350662587	0.515124872579001	0.4205513562991272	0.4205513562991272	0.0	0.9604145429833503	0.2730396043342017	0.8374108053007135	0.0290519877675841	0.8348623853211009	1.3930616943096588	0.2502548419979613	0.09480122324159022	0.9894665307509344	0.6822120285423039	CCR7;TCF7;LEF1	NKG7;GNLY;GZMB;PRF1		0.0	0.0	0.010873258579680599	0.0010193679918450561	0.011213047910295617	0.45242359551081596
vaccination_study_06	T_NK_lineage	0	MAIT Cell	5	5886	0.18497796896497676	0.273190621814475	0.5831548923582146	0.006659870880054366	0.3968059802922188	0.4034658511722732	0.17968904118594142	0.17968904118594142	0.0	0.6889228678219503	0.18181560765658622	0.273190621814475	0.273190621814475	0.273190621814475	1.1470945949170581	0.013591573224600747	0.006795786612300374	0.9808019028202515	0.6837693963076227	MS4A1;LST1	NKG7;GNLY;GZMB		0.0	0.0	0.006455997281685355	0.005946313285762827	0.0	0.1959649501224008
vaccination_study_06	T_NK_lineage	0	gdT Cell	6	5886	0.33273829220292933	0.33273829220292933	0.32195867214223006	0.006659870880054366	0.42138124362895	0.4280411145090044	0.0	0.0	0.0	0.5314305130818893	0.13189489183372974	0.22460074753652734	0.027353041114509005	0.10397553516819572	1.389431698422811	0.013591573224600747	0.006795786612300374	0.9765545361875637	0.8560992184845396	MS4A1;LST1	NKG7;GNLY		0.0	0.0	0.040774719673802244	0.04009514101257221	0.0	0.1053346924906558
vaccination_study_06	T_NK_lineage	0	CD4 Naive / T Central Memory	7	5886	0.14076351033629983	0.23360516479782534	0.23360516479782534	0.5	0.08600917431192659	0.5860091743119266	0.0	0.0	0.0	0.6877336051647979	0.1264525993883792	0.23360516479782534	0.021916411824668705	0.17227319062181448	0.38559243991266595	0.9894665307509344	0.6822120285423039	0.218144750254842	0.13710499490316003	NKG7;GNLY;GZMB;PRF1	CD8A;CD8B		0.0	0.0	0.025144410465511382	0.0030581039755351682	0.0006795786612300374	0.044104655113829425
vaccination_study_06	T_NK_lineage	0	Treg	8	5886	0.3693768613176823	0.3693768613176823	0.017329255861365953	0.4951308188922868	0.08693934760448521	0.582070166496772	0.0	0.0	0.0	0.7499150526673463	0.16199456337071017	0.017329255861365953	0.0005096839959225281	0.010023785253143052	0.25329935181090757	0.983010533469249	0.552667346245328	0.22799864084267754	0.12359836901121304	NKG7;GNLY;GZMB;CD8A	CCR7;TCF7		0.0	0.0	0.009174311926605505	0.009174311926605505	0.00016989466530750936	0.024057084607543324
vaccination_study_06	T_NK_lineage	0	CD8 Naive / T Central Memory	9	5886	0.1410552256221808	0.33893985728848114	0.33893985728848114	0.5	0.0044342507645259936	0.504434250764526	0.0	0.0	0.0	0.6955487597689433	0.15866274021217955	0.33893985728848114	0.06218144750254842	0.17227319062181448	0.502690160501535	0.9894665307509344	0.6822120285423039	0.009853890587835541	0.009853890587835541	NKG7;GNLY;GZMB;PRF1	CD4		0.0	0.0	0.0006795786612300374	0.0003397893306150187	0.0	0.0014271151885830787
vaccination_study_06	T_NK_lineage	1	CD4 Naive / T Central Memory	1	6074	0.7897211724342117	0.8944682252222588	1.0	0.19258314125782022	0.08222341126111293	0.27480655251893316	0.7251934474810668	0.7251934474810668	0.0	0.9925913730655251	0.660339150477445	0.8944682252222588	0.6567336187026671	0.7672044781033915	1.4316449738509105	0.4324991768192295	0.12833388212051366	0.1983865656898255	0.1513829436944353	NKG7;GNLY;GZMB;PRF1	CD8A;CD8B		0.0	0.0	0.9466578860717814	0.6769838656568983	0.8287783997365822	3.9113640105367145
vaccination_study_06	T_NK_lineage	1	CD8 Naive / T Central Memory	2	6074	0.7590431738623103	0.9018768521567336	1.0	0.19258314125782022	0.07460487323016134	0.2671880144879816	0.7328119855120184	0.7328119855120184	0.0	0.9897925584458347	0.6324772253320163	0.9018768521567336	0.6537701679288772	0.7672044781033915	1.3136691369405078	0.4324991768192295	0.12833388212051366	0.16578860717813632	0.16578860717813632	NKG7;GNLY;GZMB;PRF1	CD4		0.0	0.0	0.11195258478761937	0.02156733618702667	0.0	0.9335034573592361
vaccination_study_06	T_NK_lineage	1	NKT Cell	3	6074	0.47089813476375414	0.9027000329272308	0.94474309781856	0.022983207112281856	0.08222341126111293	0.10520661837339479	0.8395364794451652	0.8395364794451652	0.0	0.9777741191965755	0.41410696646126344	0.9027000329272308	0.1624958840961475	0.8796509713533092	1.168172259565317	0.046756667764241026	0.023707606190319395	0.1983865656898255	0.1513829436944353	MS4A1;LST1	CD8A;CD8B		0.0	0.0	0.0	0.0	0.0	0.8395364794451652
vaccination_study_06	T_NK_lineage	1	CD4 T Effector Memory	4	6074	0.6350598234034031	0.6350598234034031	0.4127428383272967	0.49884754692130395	0.1489998353638459	0.6	0.0	0.0	0.0	0.992920645373724	0.4654995792631617	0.4127428383272967	0.05614092854790912	0.28613763582482715	0.6949484841752963	0.9183404675666776	0.6812644056634838	0.4324991768192295	0.12833388212051366	CCR7;TCF7;LEF1	NKG7;GNLY;GZMB;PRF1		0.0	0.0	0.32910767204478103	0.12183075403358577	0.04115903852486006	0.6977938755350674
vaccination_study_06	T_NK_lineage	1	Treg	5	6074	0.6724733973075114	0.6724733973075114	0.2264472832148972	0.22115574580177808	0.37876605202502467	0.5999217978268028	0.0	0.0	0.0	0.9608165953243333	0.28805153111623316	0.1366480079025354	0.00707935462627593	0.11771485018109977	1.3591971012494473	0.49324991768192294	0.15327625946657886	0.8859071452090879	0.7532927230819888	NKG7;GNLY;GZMB;CD8A	CCR7;TCF7		0.0	0.0	0.11425749094501153	0.1121172209417188	0.022390516957523872	0.3217978268027659
