study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	available_policy_required_markers	policy_required_any_fraction	policy_required_mean_positive_fraction	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_06	B_lineage	11	Plasma Cell	3	174	0.2493425521168951	0.29310344827586204	0.29310344827586204	0.4222126436781609	0.26379310344827583	0.6	0.0	0.0	0.0	0.4827586206896552	0.14224137931034483	0.29310344827586204	0.005747126436781609	0.27011494252873564	0.5658494243863174	0.9022988505747126	0.36063218390804597	0.7241379310344828	0.3103448275862069	MS4A1;CD79A;CD3D;LST1	LILRA4;IRF7;TCF4		0.0	0.0	0.017241379310344827	0.017241379310344827	0.005747126436781609	0.05172413793103448
vaccination_study_06	B_lineage	11	Plasmablast	4	174	0.20621222940141765	0.29310344827586204	0.29310344827586204	0.3866283524904215	0.1896551724137931	0.5762835249042146	0.0	0.0	0.0	0.4942528735632184	0.11839080459770115	0.29310344827586204	0.005747126436781609	0.27011494252873564	0.580455034522469	0.8333333333333334	0.31800766283524906	0.5	0.26436781609195403	MS4A1;LST1;CD3D	LILRA4;IRF7		0.0	0.0	0.0	0.0	0.0	0.0
vaccination_study_06	B_lineage	12	Memory B Cell	1	174	0.9880266114004075	0.9880266114004075	0.4522866102936409	0.16919540229885058	0.0	0.16919540229885058	0.2830912079947904	0.2830912079947904	0.0	1.0	0.45721583652618136	0.10919540229885058	0.10919540229885058	0.10919540229885058	1.935583222783759	0.3620689655172414	0.14367816091954022	0.0	0.0	TCL1A;IGHM;MZB1			0.0	0.0	0.9885057471264368	0.9885057471264368	0.5402298850574713	3.5014820125924917
vaccination_study_06	B_lineage	12	Naive B Cell	2	174	0.9789355439836988	0.9789355439836988	0.3333333333333333	0.07385057471264368	0.01982758620689655	0.09367816091954023	0.23965517241379308	0.23965517241379308	0.0	1.0	0.5213464696223318	0.3333333333333333	0.05172413793103448	0.28735632183908044	0.8699575720159203	0.14942528735632185	0.07758620689655173	0.05172413793103448	0.028735632183908046	CD27;MZB1	ITGAX;TBX21		0.0	0.0	0.06321839080459771	0.06321839080459771	0.4425287356321839	0.9350574712643678
vaccination_study_06	B_lineage	12	Plasmablast	3	174	0.42948762604712726	0.42948762604712726	0.3563218390804598	0.43268199233716476	0.3771551724137931	0.6	0.0	0.0	0.0	0.5747126436781609	0.15402298850574714	0.3563218390804598	0.022988505747126436	0.3333333333333333	0.7015207413815355	0.9367816091954023	0.3486590038314177	0.9885057471264368	0.5373563218390804	MS4A1;LST1;CD3D	LILRA4;IRF7		0.0	0.0	0.0	0.0	0.0	0.0
vaccination_study_06	B_lineage	12	Plasma Cell	4	174	0.5131707274595517	0.5131707274595517	0.3620689655172414	0.47933908045977014	0.3816091954022988	0.6	0.0	0.0	0.0	0.5344827586206896	0.16522988505747127	0.3620689655172414	0.028735632183908046	0.3333333333333333	0.6945978713456615	0.9827586206896551	0.4813218390804598	0.9942528735632183	0.5555555555555555	MS4A1;CD79A;CD3D;LST1	LILRA4;IRF7;TCF4		0.0	0.0	0.0	0.0	0.0	0.0
vaccination_study_06	B_lineage	13	Memory B Cell	1	172	0.9945401347985858	0.9945401347985858	0.563953488372093	0.21468992248062016	0.0	0.21468992248062016	0.3492635658914729	0.3492635658914729	0.0	0.9941860465116279	0.4857881136950904	0.1569767441860465	0.1569767441860465	0.1569767441860465	2.711492040869465	0.46511627906976744	0.17248062015503876	0.0	0.0	TCL1A;IGHM;MZB1			0.0	0.0	1.0	1.0	0.7732558139534884	3.877170542635659
vaccination_study_06	B_lineage	13	Naive B Cell	2	172	0.9894285863564325	0.9894285863564325	0.44011037568728967	0.10953488372093023	0.01744186046511628	0.12697674418604651	0.3131336315012432	0.3131336315012432	0.0	0.9941860465116279	0.5780730897009967	0.4186046511627907	0.023255813953488372	0.3953488372093023	1.0860228980979958	0.22093023255813954	0.11627906976744186	0.046511627906976744	0.023255813953488372	CD27;MZB1	ITGAX;TBX21		0.0	0.0	0.01744186046511628	0.01744186046511628	0.22674418604651161	0.6305754919663594
vaccination_study_06	B_lineage	13	Plasmablast	3	172	0.44759574356920184	0.44759574356920184	0.3953488372093023	0.44825581395348835	0.34098837209302324	0.6	0.0	0.0	0.0	0.6744186046511628	0.18837209302325583	0.3953488372093023	0.046511627906976744	0.36627906976744184	0.7762589790196907	0.9709302325581395	0.3604651162790698	0.8895348837209303	0.4941860465116279	MS4A1;LST1;CD3D	LILRA4;IRF7		0.0	0.0	0.0	0.0	0.0	0.0
vaccination_study_06	B_lineage	13	Plasma Cell	4	172	0.521051394137829	0.521051394137829	0.3953488372093023	0.4871802325581396	0.3758720930232558	0.6	0.0	0.0	0.0	0.5872093023255814	0.19622093023255816	0.3953488372093023	0.046511627906976744	0.36627906976744184	0.7567264823783683	0.9883720930232558	0.5072674418604651	0.9709302325581395	0.563953488372093	MS4A1;CD79A;CD3D;LST1	LILRA4;IRF7;TCF4		0.0	0.0	0.0	0.0	0.0	0.0
vaccination_study_06	B_lineage	14	Memory B Cell	1	144	0.9646197251780769	0.9646197251780769	1.0	0.2875462962962963	0.0	0.2875462962962963	0.7124537037037038	0.7124537037037038	0.0	0.9861111111111112	0.37808641975308643	0.375	0.375	0.375	6.251915144372422	0.5972222222222222	0.27546296296296297	0.0	0.0	TCL1A;IGHM;MZB1			0.0	0.0	0.8194444444444444	0.8194444444444444	0.3958333333333333	3.3180092592592594
vaccination_study_06	B_lineage	14	Naive B Cell	2	144	0.9627562305160313	0.9627562305160313	0.6070972734875453	0.2348611111111111	0.020833333333333332	0.25569444444444445	0.35140282904310083	0.35140282904310083	0.0	0.9513888888888888	0.4871031746031746	0.5208333333333334	0.1527777777777778	0.4166666666666667	1.3450557606168478	0.4652777777777778	0.2638888888888889	0.05555555555555555	0.027777777777777776	CD27;MZB1	ITGAX;TBX21		0.0	0.0	0.1597222222222222	0.1597222222222222	0.3125	1.1416806068208785
