study	n_cells	n_genes	pre_hvg_n_genes	counts_layer_n_genes	n_labels	b_cell_n	t_cell_n	myeloid_cell_n	blood_cell_n	parent_or_blood_n	parent_or_blood_fraction	artifact_n	doublet_n	effector_b_n	median_confidence	low_confidence_n	source_disagreement_flag_n	source_disagreement_flag_fraction	invalid_labels
vaccination_study_09	139960	19141	19141	19141	19	0	0	0	1708	1708	0.01220348671048871	132	579	0	0.7125	7361	24807	0.17724349814232637	
