study	source	source_column	n_cells	informative_cells	coverage_fraction	final_concordant_cells	final_concordance_over_informative	final_concordance_over_all	discordant_informative_cells	discordant_fraction_over_informative	high_confidence_informative_cells	high_confidence_concordance_over_informative	top_labels	unique_support_cells	unique_support_fraction_over_all
vaccination_study_09	CellTypist	celltypist_v3_label	139960	139960	1.0	114770	0.8200200057159188	0.8200200057159188	25190	0.17997999428408118	88339	0.8104461223242283	CD4 Naive / T Central Memory:42065; Classical Monocyte:26542; CD8 Cytotoxic / T Effector Memory:13470; NK Cell:11095; CD8 Naive / T Central Memory:10902; Naive B Cell:9904; CD4 T Effector Memory:6225; MAIT Cell:4973	17	0.00012146327522149185
vaccination_study_09	Pan-human Azimuth	panhuman_fine_v3_label	139960	139960	1.0	100327	0.7168262360674479	0.7168262360674479	39633	0.28317376393255217	88339	0.771120343223265	CD4 Naive / T Central Memory:47132; Classical Monocyte:21039; Blood Cell:15202; CD8 Cytotoxic / T Effector Memory:13298; Naive B Cell:9399; NK Cell:8183; CD4 T Effector Memory:7689; CD8 Naive / T Central Memory:3999	238	0.001700485853100886
vaccination_study_09	Cluster consensus	cluster_consensus_v3_label	139960	139960	1.0	119575	0.8543512432123463	0.8543512432123463	20385	0.14564875678765363	88339	0.869547991260938	CD4 Naive / T Central Memory:47749; Classical Monocyte:22628; CD8 Cytotoxic / T Effector Memory:13599; CD8 Naive / T Central Memory:11477; Naive B Cell:11449; NK Cell:9470; MAIT Cell:6432; RBC:4608	614	0.004386967705058588
vaccination_study_09	scRefMapping	screfmapping_official_label	139960	76084	0.543612460703058	58675	0.7711871089848062	0.4192269219777079	17409	0.22881289101519373	62713	0.8871206926793488	CD4 Naive / T Central Memory:51526; Naive B Cell:10660; CD4 T Effector Memory:6379; Memory B Cell:4803; Treg:2488; Plasma Cell:228	147	0.0010503000857387825
vaccination_study_09	Cluster marker assignment	cluster_marker_gene_assignment	139960	139429	0.996206058873964	131725	0.9447460714772393	0.9411617605030008	7704	0.05525392852276069	88339	0.9217786028820792	CD4 Naive / T Central Memory:47906; Classical Monocyte:26795; CD8 Cytotoxic / T Effector Memory:13647; Naive B Cell:12761; MAIT Cell:10883; NK Cell:9187; CD8 Naive / T Central Memory:7394; Non-Classical Monocyte:3949	6689	0.047792226350385825
