study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	marker_decision_score	marker_base_score	negative_marker_penalty	confound_marker_penalty	marker_penalty	marker_discriminative_score	marker_gate_score	key_marker_bonus	marker_any_fraction	marker_mean_positive_fraction	key_marker_any_fraction	key_marker_two_fraction	key_marker_max_fraction	key_marker_enrichment	negative_marker_any_fraction	negative_marker_mean_positive_fraction	confound_marker_any_fraction	confound_marker_mean_positive_fraction	available_negative_markers	available_confound_markers	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_09	B_lineage	10	Plasma Cell	3	626	0.3629572735067162	0.3629572735067162	0.42703709936217665	0.49343450479233225	0.1332867412140575	0.6	0.0	0.0	0.0	0.3242811501597444	0.06150159744408946	0.30990415335463256	0.02875399361022364	0.19968051118210864	1.4685317840301764	0.9984025559105432	0.5183706070287539	0.38817891373801916	0.11222044728434505	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.001597444089456869	0.001597444089456869	0.0	0.004153354632587859
vaccination_study_09	B_lineage	11	Naive B Cell	1	613	0.9595527293512432	0.9595527293512432	1.0	0.04387166938553562	0.05424143556280587	0.0981131049483415	0.9018868950516585	0.9018868950516585	0.0	0.99836867862969	0.6536937776742018	0.7814029363784666	0.7814029363784666	0.7814029363784666	1.3731964176914448	0.09624796084828711	0.03317020119630234	0.15497553017944535	0.051658510059815116	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.9951060358890701	0.9347471451876019	0.9380097879282219	4.554415443175639
vaccination_study_09	B_lineage	11	Memory B Cell	2	613	0.3487532152043441	0.3487532152043441	0.1729200652528548	0.396721044045677	0.0	0.396721044045677	0.0	0.0	0.0	0.9918433931484503	0.2819219931781107	0.1729200652528548	0.004893964110929853	0.15497553017944535	0.5976212112523989	0.7960848287112561	0.4282218597063622	0.0	0.0	TCL1A;MZB1		0.0701468189233279	0.0701468189233279	0.02773246329526917	0.21566068515497555
vaccination_study_09	B_lineage	11	Plasma Cell	3	613	0.3629572735067162	0.3629572735067162	0.12398042414355628	0.46840130505709626	0.05261011419249592	0.5210114192495922	0.0	0.0	0.0	0.15823817292006526	0.027188689505165852	0.12398042414355628	0.0016313213703099511	0.07504078303425775	0.6150420656606558	0.9771615008156607	0.4412724306688418	0.15497553017944535	0.040783034257748776	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.004893964110929853	0.004893964110929853	0.0	0.012724306688417618
vaccination_study_09	B_lineage	12	Memory B Cell	1	587	0.7444269791368963	0.7444269791368963	0.6711999233879677	0.07402044293015332	0.0	0.07402044293015332	0.5971794804578144	0.5971794804578144	0.0	0.9982964224872232	0.3839244231067058	0.5025553662691652	0.12776831345826234	0.282793867120954	1.67457822847521	0.14991482112436116	0.07751277683134583	0.0	0.0	TCL1A;MZB1		0.9931856899488927	0.8143100511073254	0.9335604770017035	4.120859207885412
vaccination_study_09	B_lineage	12	Naive B Cell	2	587	0.45436196056016004	0.4828425407641762	0.030664395229982964	0.2547643384440659	0.03722316865417376	0.2919875070982396	0.0	0.0	0.0	0.9965928449744463	0.4828425407641762	0.015332197614991482	0.015332197614991482	0.015332197614991482	0.0439549582370043	0.5366269165247018	0.23111868256672344	0.10562180579216354	0.03691084611016468	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.2061328790459966	0.19591141396933562	0.017035775127768313	0.5461669505962522
vaccination_study_09	B_lineage	12	Plasma Cell	3	587	0.3629572735067162	0.3629572735067162	0.23344365262085576	0.4810817717206133	0.12137989778534923	0.6	0.0	0.0	0.0	0.2674616695059625	0.04826802952867689	0.21976149914821125	0.01192504258943782	0.13969335604770017	1.054728613890578	0.9846678023850085	0.48594548551959116	0.3543441226575809	0.10051107325383304	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.005110732538330494	0.005110732538330494	0.0	0.013287904599659284
vaccination_study_09	B_lineage	13	Naive B Cell	1	536	0.9636681909116891	0.9636681909116891	1.0	0.12389303482587066	0.08488805970149255	0.2087810945273632	0.7912189054726368	0.7912189054726368	0.0	1.0	0.6591151385927506	0.8880597014925373	0.8880597014925373	0.8880597014925373	1.558261042858768	0.27238805970149255	0.09266169154228855	0.24253731343283583	0.08084577114427861	CD27;TNFRSF13B;MZB1	FCRL5;ITGAX;TBX21	0.9944029850746269	0.875	0.9235074626865671	4.3654726368159205
vaccination_study_09	B_lineage	13	Memory B Cell	2	536	0.3487532152043441	0.3487532152043441	0.2537313432835821	0.46731343283582094	0.0	0.46731343283582094	0.0	0.0	0.0	1.0	0.2976594301221167	0.2537313432835821	0.009328358208955223	0.23880597014925373	0.8616410922469683	0.8992537313432836	0.5708955223880597	0.0	0.0	TCL1A;MZB1		0.04664179104477612	0.04477611940298507	0.029850746268656716	0.15522388059701492
vaccination_study_09	B_lineage	13	Plasma Cell	3	536	0.3629572735067162	0.3629572735067162	0.4025611767559587	0.4804850746268657	0.0759794776119403	0.556464552238806	0.0	0.0	0.0	0.3358208955223881	0.061878109452736314	0.29850746268656714	0.024253731343283583	0.2537313432835821	1.4162148562775663	0.9944029850746269	0.4664179104477612	0.22388059701492538	0.058768656716417914	MS4A1;CD79A;CD3D;LST1	LILRA4;CLEC4C;IRF7;TCF4	0.0	0.0	0.0018656716417910447	0.0022388059701492534
