tool	covered_n	coverage_fraction	exact_final_concordance	broad_final_concordance	top_supported_labels	top_disagreements
CellTypist	54924	1.0	0.8023632656033792	0.9684291020318986	Classical Monocyte: 17,334; CD8 Cytotoxic / T Effector Memory: 10,859; NK Cell: 8,294; Naive B Cell: 4,151; CD4 Naive / T Central Memory: 3,551	NK Cell vs CD8 Cytotoxic / T Effector Memory: 1,846; CD4 Naive / T Central Memory vs CD4 T Effector Memory: 887; Doublet vs Classical Monocyte: 705; CD8 Naive / T Central Memory vs CD8 Cytotoxic / T Effector Memory: 637; Classical Monocyte vs Non-Classical Monocyte: 606
Azimuth PBMC L2	54924	1.0	0.800943121404122	0.9717973927609059	Classical Monocyte: 17,464; NK Cell: 8,590; CD8 Cytotoxic / T Effector Memory: 7,486; CD4 Naive / T Central Memory: 4,975; Naive B Cell: 4,042	Memory B Cell vs B Cell: 1,136; CD8 Cytotoxic / T Effector Memory vs CD4 T Effector Memory: 959; CD4 T Effector Memory vs CD4 Naive / T Central Memory: 753; Doublet vs Classical Monocyte: 674; CD8 Cytotoxic / T Effector Memory vs ydT Cell: 581
Azimuth PBMC L3	54924	1.0	0.3915956594567038	0.4502403320952589	Blood Cell: 29,371; Classical Monocyte: 17,469; Non-Classical Monocyte: 2,621; Platelet: 1,552; CD4 T Effector Memory: 1,046	NK Cell vs Blood Cell: 8,847; CD8 Cytotoxic / T Effector Memory vs Blood Cell: 7,311; Naive B Cell vs Blood Cell: 4,165; CD4 Naive / T Central Memory vs Blood Cell: 3,175; Memory B Cell vs Blood Cell: 2,165
Pan-human Azimuth fine	54924	1.0	0.7277692811885514	0.9073446944869273	Classical Monocyte: 13,795; CD8 Cytotoxic / T Effector Memory: 9,701; NK Cell: 7,361; Blood Cell: 3,933; Naive B Cell: 3,693	Classical Monocyte vs Blood Cell: 1,814; CD4 Naive / T Central Memory vs CD4 T Effector Memory: 1,578; NK Cell vs CD8 Cytotoxic / T Effector Memory: 1,236; Classical Monocyte vs Intermediate Monocyte: 1,013; Non-Classical Monocyte vs Intermediate Monocyte: 710
Pan-human Azimuth medium	54924	1.0	0.15625227587211418	0.9103124317238366	Monocyte: 17,204; T Cell: 16,536; NK Cell: 7,365; B Cell: 6,553; Blood Cell: 3,601	Classical Monocyte vs Monocyte: 14,387; CD8 Cytotoxic / T Effector Memory vs T Cell: 7,963; Naive B Cell vs B Cell: 4,102; CD4 Naive / T Central Memory vs T Cell: 3,981; Memory B Cell vs B Cell: 2,149
Cluster consensus	54924	1.0	0.812886898259413	0.968574757847207	Classical Monocyte: 18,521; NK Cell: 9,776; CD8 Cytotoxic / T Effector Memory: 8,004; CD4 T Effector Memory: 4,181; Naive B Cell: 4,014	Memory B Cell vs B Cell: 2,115; CD4 Naive / T Central Memory vs CD4 T Effector Memory: 1,576; Doublet vs Classical Monocyte: 948; CD8 Naive / T Central Memory vs CD4 T Effector Memory: 775; CD8 Cytotoxic / T Effector Memory vs MAIT Cell: 560
Marker score	54924	1.0	0.20786905542203774	0.96551598572573	Monocyte: 19,593; NK Cell: 10,947; B Cell: 6,446; CD8 T Cell (ab): 6,284; CD4 T Cell (ab): 4,895	Classical Monocyte vs Monocyte: 16,854; CD8 Cytotoxic / T Effector Memory vs CD8 T Cell (ab): 5,002; Naive B Cell vs B Cell: 4,103; CD4 Naive / T Central Memory vs CD4 T Cell (ab): 2,858; Memory B Cell vs B Cell: 2,157
screfmap scoped	12525	0.22804238584225475	0.7882634730538922	0.9769261477045909	CD4 Naive / T Central Memory: 4,753; Naive B Cell: 4,145; Memory B Cell: 2,382; CD4 T Effector Memory: 847; Treg: 262	CD4 T Effector Memory vs CD4 Naive / T Central Memory: 689; CD8 Naive / T Central Memory vs CD4 Naive / T Central Memory: 269; CD8 Cytotoxic / T Effector Memory vs CD4 Naive / T Central Memory: 237; Naive B Cell vs Memory B Cell: 208; CD4 Naive / T Central Memory vs CD4 T Effector Memory: 203
