tool	covered_n	coverage_fraction	exact_final_concordance	broad_final_concordance	top_supported_labels	top_disagreements
CellTypist	139960	1.0	0.7545655901686196	0.9674907116318948	CD4 Naive / T Central Memory: 53,998; Classical Monocyte: 23,807; NK Cell: 15,934; Naive B Cell: 6,921; CD8 Cytotoxic / T Effector Memory: 6,288	CD4 Naive / T Central Memory vs CD8 Naive / T Central Memory: 4,549; CD8 Cytotoxic / T Effector Memory vs NK Cell: 3,931; Naive B Cell vs B Cell: 3,647; CD4 Naive / T Central Memory vs CD4 T Effector Memory: 1,922; CD4 Naive / T Central Memory vs CD8 Cytotoxic / T Effector Memory: 1,734
Azimuth PBMC L2	139960	1.0	0.4866747642183481	0.8065733066590455	CD4 Naive / T Central Memory: 38,553; RBC: 25,752; Treg: 17,107; CD8 Naive / T Central Memory: 11,771; CD8 Cytotoxic / T Effector Memory: 10,091	Classical Monocyte vs RBC: 21,007; CD4 Naive / T Central Memory vs Treg: 14,149; CD4 Naive / T Central Memory vs CD8 Naive / T Central Memory: 8,978; NK Cell vs CD8 Cytotoxic / T Effector Memory: 3,313; Naive B Cell vs Memory B Cell: 2,419
Azimuth PBMC L3	139960	1.0	0.15847384967133465	0.36278936839096887	Blood Cell: 61,873; RBC: 26,415; Treg: 16,491; CD4 Naive / T Central Memory: 12,530; CD8 Naive / T Central Memory: 9,329	CD4 Naive / T Central Memory vs Blood Cell: 27,899; Classical Monocyte vs RBC: 21,008; CD4 Naive / T Central Memory vs Treg: 13,699; Naive B Cell vs Blood Cell: 10,312; NK Cell vs Blood Cell: 8,752
Pan-human Azimuth fine	139960	1.0	0.711331809088311	0.8845527293512432	CD4 Naive / T Central Memory: 47,132; Classical Monocyte: 21,039; Blood Cell: 16,227; CD8 Cytotoxic / T Effector Memory: 13,298; Naive B Cell: 9,399	CD4 Naive / T Central Memory vs CD4 T Effector Memory: 6,920; Classical Monocyte vs Blood Cell: 4,702; CD4 Naive / T Central Memory vs Blood Cell: 3,918; CD4 Naive / T Central Memory vs CD8 Naive / T Central Memory: 3,167; NK Cell vs CD8 Cytotoxic / T Effector Memory: 2,446
Pan-human Azimuth medium	139960	1.0	0.061410402972277796	0.8902829379822806	T Cell: 76,051; Monocyte: 24,919; Blood Cell: 15,334; B Cell: 12,992; NK Cell: 8,184	CD4 Naive / T Central Memory vs T Cell: 58,781; Classical Monocyte vs Monocyte: 19,024; Naive B Cell vs B Cell: 9,509; CD8 Cytotoxic / T Effector Memory vs T Cell: 8,619; Classical Monocyte vs Blood Cell: 4,698
Cluster consensus	139960	1.0	0.7421191769076879	0.9240497284938554	CD4 Naive / T Central Memory: 47,192; Classical Monocyte: 16,487; CD8 Cytotoxic / T Effector Memory: 14,680; CD8 Naive / T Central Memory: 11,659; Naive B Cell: 11,466	CD4 Naive / T Central Memory vs CD8 Naive / T Central Memory: 9,597; Classical Monocyte vs Blood Cell: 8,482; CD4 Naive / T Central Memory vs CD8 Cytotoxic / T Effector Memory: 4,301; NK Cell vs CD8 Cytotoxic / T Effector Memory: 2,233; CD4 Naive / T Central Memory vs Treg: 1,305
Marker score	139960	1.0	0.09943555301514719	0.9800943126607602	CD4 T Cell (ab): 39,681; Monocyte: 30,898; T Cell: 28,581; B Cell: 15,827; NK Cell: 14,482	CD4 Naive / T Central Memory vs CD4 T Cell (ab): 35,459; Classical Monocyte vs Monocyte: 23,718; CD4 Naive / T Central Memory vs T Cell: 22,713; Naive B Cell vs B Cell: 11,599; Memory B Cell vs B Cell: 3,738
screfmap scoped	56028	0.4003143755358674	0.8655850646105518	0.9894695509388163	CD4 Naive / T Central Memory: 35,246; Naive B Cell: 10,162; Memory B Cell: 4,845; CD4 T Effector Memory: 3,623; Treg: 1,967	CD4 Naive / T Central Memory vs CD4 T Effector Memory: 3,087; CD4 Naive / T Central Memory vs Treg: 1,394; Naive B Cell vs Memory B Cell: 1,094; CD8 Cytotoxic / T Effector Memory vs CD4 T Effector Memory: 212; Treg vs CD4 Naive / T Central Memory: 209
