tool	covered_n	coverage_fraction	exact_final_concordance	broad_final_concordance	top_supported_labels	top_disagreements
CellTypist	139960	1.0	0.7586238925407259	0.9686553300943127	CD4 Naive / T Central Memory: 53,998; Classical Monocyte: 23,807; NK Cell: 15,934; Naive B Cell: 6,921; CD8 Cytotoxic / T Effector Memory: 6,288	CD4 Naive / T Central Memory vs CD8 Naive / T Central Memory: 5,738; CD8 Cytotoxic / T Effector Memory vs NK Cell: 5,025; Naive B Cell vs B Cell: 3,642; CD4 Naive / T Central Memory vs CD4 T Effector Memory: 1,928; CD4 Naive / T Central Memory vs CD8 Cytotoxic / T Effector Memory: 1,895
Azimuth PBMC L2	139960	1.0	0.4799871391826236	0.8083452414975707	CD4 Naive / T Central Memory: 38,553; RBC: 25,752; Treg: 17,107; CD8 Naive / T Central Memory: 11,771; CD8 Cytotoxic / T Effector Memory: 10,091	Classical Monocyte vs RBC: 22,781; CD4 Naive / T Central Memory vs Treg: 14,433; CD4 Naive / T Central Memory vs CD8 Naive / T Central Memory: 10,779; Naive B Cell vs Memory B Cell: 2,417; NK Cell vs CD8 Cytotoxic / T Effector Memory: 2,328
Azimuth PBMC L3	139960	1.0	0.14802086310374393	0.36457559302657905	Blood Cell: 61,873; RBC: 26,415; Treg: 16,491; CD4 Naive / T Central Memory: 12,530; CD8 Naive / T Central Memory: 9,329	CD4 Naive / T Central Memory vs Blood Cell: 28,282; Classical Monocyte vs RBC: 22,782; CD4 Naive / T Central Memory vs Treg: 13,965; Naive B Cell vs Blood Cell: 10,295; CD4 Naive / T Central Memory vs CD8 Naive / T Central Memory: 9,279
Pan-human Azimuth fine	139960	1.0	0.7305230065733067	0.8863675335810232	CD4 Naive / T Central Memory: 47,132; Classical Monocyte: 21,039; Blood Cell: 16,227; CD8 Cytotoxic / T Effector Memory: 13,298; Naive B Cell: 9,399	CD4 Naive / T Central Memory vs CD4 T Effector Memory: 6,928; Classical Monocyte vs Blood Cell: 5,250; CD4 Naive / T Central Memory vs Blood Cell: 4,262; CD4 Naive / T Central Memory vs CD8 Naive / T Central Memory: 3,963; CD4 Naive / T Central Memory vs CD8 Cytotoxic / T Effector Memory: 2,601
Pan-human Azimuth medium	139960	1.0	0.061517576450414405	0.8920905973135181	T Cell: 76,051; Monocyte: 24,919; Blood Cell: 15,334; B Cell: 12,992; NK Cell: 8,184	CD4 Naive / T Central Memory vs T Cell: 61,013; Classical Monocyte vs Monocyte: 20,417; Naive B Cell vs B Cell: 9,495; CD8 Cytotoxic / T Effector Memory vs T Cell: 9,371; Classical Monocyte vs Blood Cell: 5,246
Cluster consensus	139960	1.0	0.7422049156901972	0.925778793941126	CD4 Naive / T Central Memory: 47,192; Classical Monocyte: 16,487; CD8 Cytotoxic / T Effector Memory: 14,680; CD8 Naive / T Central Memory: 11,659; Naive B Cell: 11,466	CD4 Naive / T Central Memory vs CD8 Naive / T Central Memory: 11,594; Classical Monocyte vs Blood Cell: 9,597; CD4 Naive / T Central Memory vs CD8 Cytotoxic / T Effector Memory: 4,682; CD4 Naive / T Central Memory vs Treg: 1,301; CD4 Naive / T Central Memory vs MAIT Cell: 1,086
Marker score	139960	1.0	0.08681766218919691	0.9784009717062018	CD4 T Cell (ab): 39,681; Monocyte: 30,898; T Cell: 28,581; B Cell: 15,827; NK Cell: 14,482	CD4 Naive / T Central Memory vs CD4 T Cell (ab): 36,378; Classical Monocyte vs Monocyte: 25,645; CD4 Naive / T Central Memory vs T Cell: 23,768; Naive B Cell vs B Cell: 11,581; Memory B Cell vs B Cell: 3,756
screfmap scoped	56028	0.4003143755358674	0.866191904047976	0.9894695509388163	CD4 Naive / T Central Memory: 35,246; Naive B Cell: 10,162; Memory B Cell: 4,845; CD4 T Effector Memory: 3,623; Treg: 1,967	CD4 Naive / T Central Memory vs CD4 T Effector Memory: 3,099; CD4 Naive / T Central Memory vs Treg: 1,387; Naive B Cell vs Memory B Cell: 1,095; CD8 Cytotoxic / T Effector Memory vs CD4 T Effector Memory: 216; Treg vs CD4 Naive / T Central Memory: 215
