tool	covered_n	coverage_fraction	exact_final_concordance	broad_final_concordance	top_supported_labels	top_disagreements
CellTypist	57419	1.0	0.6643271391002978	0.9221860359811213	CD4 Naive / T Central Memory: 22,002; CD8 Cytotoxic / T Effector Memory: 9,707; NK Cell: 8,926; CD4 T Effector Memory: 6,259; Blood Cell: 2,153	CD4 Naive / T Central Memory vs CD4 T Effector Memory: 5,483; NK Cell vs CD8 Cytotoxic / T Effector Memory: 1,971; Memory B Cell vs B Cell: 1,394; CD4 Naive / T Central Memory vs Blood Cell: 1,025; CD4 Naive / T Central Memory vs CD8 Cytotoxic / T Effector Memory: 739
Azimuth PBMC L2	57419	1.0	0.5859036207527125	0.9443563977080758	CD4 Naive / T Central Memory: 20,411; T Cell: 11,447; NK Cell: 9,324; CD8 Cytotoxic / T Effector Memory: 8,211; B Cell: 2,368	CD4 Naive / T Central Memory vs T Cell: 10,348; NK Cell vs CD8 Cytotoxic / T Effector Memory: 2,006; Memory B Cell vs B Cell: 1,702; CD8 Cytotoxic / T Effector Memory vs T Cell: 854; CD8 Cytotoxic / T Effector Memory vs CD4 Naive / T Central Memory: 826
Azimuth PBMC L3	57419	1.0	0.09752869259304411	0.15339870077848797	Blood Cell: 48,850; CD4 Naive / T Central Memory: 4,203; MAIT Cell: 1,596; RBC: 749; CD8 Naive / T Central Memory: 656	CD4 Naive / T Central Memory vs Blood Cell: 24,248; NK Cell vs Blood Cell: 10,954; CD8 Cytotoxic / T Effector Memory vs Blood Cell: 7,636; Memory B Cell vs Blood Cell: 2,470; Doublet vs Blood Cell: 1,329
Pan-human Azimuth fine	57419	1.0	0.4241627335899267	0.7564917536007245	Blood Cell: 13,263; CD4 Naive / T Central Memory: 10,554; NK Cell: 6,730; CD4 T Cell (ab): 6,257; CD8 Cytotoxic / T Effector Memory: 5,409	CD4 Naive / T Central Memory vs Blood Cell: 5,666; CD4 Naive / T Central Memory vs CD4 T Cell (ab): 5,210; CD4 Naive / T Central Memory vs Treg: 4,202; CD4 Naive / T Central Memory vs CD4 T Effector Memory: 3,881; NK Cell vs Blood Cell: 3,790
Pan-human Azimuth medium	57419	1.0	0.11546700569497902	0.8071544262352183	T Cell: 36,741; Blood Cell: 10,254; NK Cell: 6,731; B Cell: 3,670; Monocyte: 14	CD4 Naive / T Central Memory vs T Cell: 24,823; CD8 Cytotoxic / T Effector Memory vs T Cell: 6,510; CD4 Naive / T Central Memory vs Blood Cell: 4,539; Memory B Cell vs B Cell: 2,630; NK Cell vs Blood Cell: 2,509
Cluster consensus	57419	1.0	0.8397394590640729	0.9494592382312474	CD4 Naive / T Central Memory: 29,353; NK Cell: 10,608; CD8 Cytotoxic / T Effector Memory: 9,819; B Cell: 3,826; Blood Cell: 1,548	Memory B Cell vs B Cell: 2,598; NK Cell vs CD8 Cytotoxic / T Effector Memory: 1,107; CD4 Naive / T Central Memory vs Blood Cell: 938; Naive B Cell vs B Cell: 870; Doublet vs CD4 Naive / T Central Memory: 505
Marker score	57419	1.0	0.18927532698235774	0.8590013758511991	CD4 T Cell (ab): 21,811; NK Cell: 14,769; T Cell: 8,430; CD8 T Cell (ab): 4,210; DC: 2,628	CD4 Naive / T Central Memory vs CD4 T Cell (ab): 18,729; CD4 Naive / T Central Memory vs T Cell: 6,132; CD8 Cytotoxic / T Effector Memory vs CD8 T Cell (ab): 2,947; CD8 Cytotoxic / T Effector Memory vs NK Cell: 2,657; Memory B Cell vs DC: 1,594
screfmap scoped	32412	0.5644821400581689	0.7920214735283229	0.972664445267185	CD4 Naive / T Central Memory: 24,886; CD4 T Effector Memory: 2,831; Naive B Cell: 2,121; Memory B Cell: 1,413; Treg: 900	CD4 Naive / T Central Memory vs CD4 T Effector Memory: 1,547; Memory B Cell vs Naive B Cell: 1,249; CD8 Cytotoxic / T Effector Memory vs CD4 T Effector Memory: 980; CD4 Naive / T Central Memory vs Treg: 811; CD8 Naive / T Central Memory vs CD4 Naive / T Central Memory: 575
