study	source	source_column	n_cells	informative_cells	coverage_fraction	final_concordant_cells	final_concordance_over_informative	final_concordance_over_all	discordant_informative_cells	discordant_fraction_over_informative	high_confidence_informative_cells	high_confidence_concordance_over_informative	top_labels	unique_support_cells	unique_support_fraction_over_all
infection_study_06	CellTypist	celltypist_v3_label	827389	827389	1.0	686847	0.8301379399532747	0.8301379399532747	140542	0.1698620600467253	712893	0.8728715248992486	Classical Monocyte:237695; CD4 Naive / T Central Memory:178788; CD8 Cytotoxic / T Effector Memory:91850; CD4 T Effector Memory:84503; NK Cell:73810; Naive B Cell:30910; Non-Classical Monocyte:30860; CD8 Naive / T Central Memory:27698	4097	0.004951721620664524
infection_study_06	Pan-human Azimuth	panhuman_fine_v3_label	827389	803559	0.971198553521983	615306	0.7657259765617708	0.7436719608309997	188253	0.23427402343822917	693339	0.8060573543389309	Classical Monocyte:203221; CD4 Naive / T Central Memory:133335; CD4 T Effector Memory:106268; CD8 Cytotoxic / T Effector Memory:90528; NK Cell:62930; Intermediate Monocyte:31895; CD8 Naive / T Central Memory:28269; Naive B Cell:26490	7632	0.009224198049526885
infection_study_06	Azimuth PBMC L2	azimuth_pbmc_l2_v3_label	827389	827389	1.0	681628	0.8238301451916813	0.8238301451916813	145761	0.1761698548083187	712893	0.8705177354806402	CD4 Naive / T Central Memory:251771; Classical Monocyte:239137; CD8 Cytotoxic / T Effector Memory:75946; NK Cell:74959; CD8 Naive / T Central Memory:41591; Naive B Cell:29058; Non-Classical Monocyte:28070; CD4 T Effector Memory:14185	584	0.0007058348612321411
infection_study_06	Azimuth PBMC L3	azimuth_pbmc_l3_v3_label	827389	827389	1.0	347828	0.4203923426586527	0.4203923426586527	479561	0.5796076573413473	712893	0.45953179509407444	Blood Cell:439242; Classical Monocyte:239289; CD4 Naive / T Central Memory:43467; Non-Classical Monocyte:28074; CD8 Naive / T Central Memory:22204; NK Cell:8790; Plasma Cell:8426; CD4 T Effector Memory:7096	677	0.0008182366456406841
infection_study_06	Cluster consensus	cluster_consensus_v3_label	827389	0	0.0	0	0.0	0.0	0	0.0	0	0.0	not_available	0	0.0
infection_study_06	scRefMapping	screfmapping_official_label	827389	0	0.0	0	0.0	0.0	0	0.0	0	0.0	not_available	0	0.0
infection_study_06	Cluster marker assignment	cluster_marker_gene_assignment	827389	822136	0.9936511121129239	764412	0.9297877723393696	0.9238846540140128	57724	0.07021222766063036	712893	0.9673639662614165	Classical Monocyte:243871; CD4 Naive / T Central Memory:226586; CD8 Cytotoxic / T Effector Memory:102948; NKT Cell:57724; NK Cell:57469; Naive B Cell:38339; CD8 Naive / T Central Memory:24369; Non-Classical Monocyte:23278	47997	0.05801019834684774
