study	source	source_column	n_cells	informative_cells	coverage_fraction	final_concordant_cells	final_concordance_over_informative	final_concordance_over_all	discordant_informative_cells	discordant_fraction_over_informative	high_confidence_informative_cells	high_confidence_concordance_over_informative	top_labels	unique_support_cells	unique_support_fraction_over_all
infection_study_04	CellTypist	celltypist_v3_label	43767	43767	1.0	30634	0.6999337400324446	0.6999337400324446	13133	0.3000662599675555	23151	0.80013822297093	CD4 Naive / T Central Memory:12503; Classical Monocyte:9552; NK Cell:6118; CD8 Cytotoxic / T Effector Memory:5485; Plasma Cell:1967; Non-Classical Monocyte:1580; Treg:1169; Blood Cell:1049	121	0.0027646400255900566
infection_study_04	Pan-human Azimuth	panhuman_fine_v3_label	43767	43767	1.0	30723	0.7019672355884571	0.7019672355884571	13044	0.2980327644115429	23151	0.7743078052783897	Classical Monocyte:8481; Blood Cell:6449; NK Cell:5824; CD8 Cytotoxic / T Effector Memory:4725; CD4 Naive / T Central Memory:4518; Plasma Cell:3076; Naive B Cell:1641; CD4 T Effector Memory:1558	464	0.010601594808874267
infection_study_04	Azimuth PBMC L2	azimuth_pbmc_l2_v3_label	43767	43767	1.0	31693	0.7241300523225261	0.7241300523225261	12074	0.2758699476774739	23151	0.7562092350222452	Classical Monocyte:10831; CD4 Naive / T Central Memory:8045; CD8 Cytotoxic / T Effector Memory:6760; NK Cell:6131; Plasmablast:2647; B Cell:1942; Non-Classical Monocyte:1425; Naive B Cell:1194	59	0.0013480476157835812
infection_study_04	Azimuth PBMC L3	azimuth_pbmc_l3_v3_label	43767	43767	1.0	16904	0.38622706605433316	0.38622706605433316	26863	0.6137729339456668	23151	0.5348797028206125	Blood Cell:22860; Classical Monocyte:10878; CD4 Naive / T Central Memory:2031; Plasma Cell:1905; Non-Classical Monocyte:1428; RBC:818; NK Cell:791; Plasmablast:744	20	0.00045696529348595975
infection_study_04	Cluster consensus	cluster_consensus_v3_label	43767	43767	1.0	35035	0.80048895286403	0.80048895286403	8732	0.19951104713597	23151	0.8352123018444128	Classical Monocyte:9773; CD4 Naive / T Central Memory:8079; NK Cell:7327; CD8 Cytotoxic / T Effector Memory:6384; B Cell:3663; Plasma Cell:3232; Non-Classical Monocyte:1586; Blood Cell:1308	356	0.008133982224050084
infection_study_04	scRefMapping	screfmapping_official_label	43767	14670	0.33518404277195146	11084	0.7555555555555555	0.25325016564991887	3586	0.24444444444444444	11610	0.8552971576227391	CD4 Naive / T Central Memory:6784; Naive B Cell:2408; Plasma Cell:2037; Memory B Cell:1892; CD4 T Effector Memory:1037; Treg:512	86	0.001964950761989627
infection_study_04	Cluster marker assignment	cluster_marker_gene_assignment	43767	42578	0.9728334133022597	39246	0.9217436234675185	0.8967029954074988	3332	0.07825637653248156	23151	0.9787482182195154	Classical Monocyte:10596; NK Cell:6811; CD4 Naive / T Central Memory:6736; CD8 Cytotoxic / T Effector Memory:6227; Plasma Cell:3272; Naive B Cell:2809; NKT Cell:1550; Non-Classical Monocyte:1502	1625	0.03712843009573423
